order_id,customer_id,order_date,order_value,product_category,order_status,shipping_cost,discount_amount,payment_processing_fee,product_cost,delivery_days,customer_rating,was_promoted,referral_used,net_revenue
76107,15804,2025-10-10,164.39,Sports,Delivered,14.49,0.0,4.77,95.35,7.0,4.0,No,No,49.78
61370,12420,2025-10-10,21.87,Books,Delivered,24.34,0.0,0.63,10.94,10.0,,No,No,-14.04
73272,15114,2025-10-10,56.18,Sports,Delivered,4.58,0.0,1.63,32.58,3.0,,No,No,17.39
52601,10546,2025-10-10,148.55,Books,Delivered,11.23,21.02,4.31,74.28,11.0,,Yes,No,79.75
76874,15999,2025-10-10,269.47,Electronics,Delivered,7.25,0.0,7.81,202.1,11.0,,No,No,52.31
76786,15978,2025-10-10,35.47,Electronics,Delivered,10.79,0.0,1.03,26.6,13.0,1.0,No,No,-2.95
69073,14127,2025-10-10,31.61,Electronics,Delivered,1.03,0.0,0.92,23.71,9.0,,No,No,5.95
59949,12104,2025-10-10,43.31,Sports,Delivered,17.88,0.0,1.26,25.12,10.0,3.0,No,No,-0.95
74085,15305,2025-10-10,71.54,Food & Beverage,Delivered,15.59,0.0,2.07,46.5,2.0,4.0,No,No,7.38
72084,14828,2025-10-10,42.78,Food & Beverage,Delivered,21.66,0.0,1.24,27.81,10.0,1.0,No,No,-7.93
76883,16000,2025-10-10,29.11,Beauty,In Transit,21.21,0.0,0.84,13.1,,5.0,No,No,-6.04
63720,12913,2025-10-10,131.95,Beauty,Delivered,5.29,0.0,3.83,59.38,6.0,,No,No,63.45
76447,15893,2025-10-10,117.35,Food & Beverage,Delivered,7.78,0.0,3.4,76.28,2.0,3.0,No,No,29.89
77210,16076,2025-10-10,228.61,Books,Delivered,2.38,0.0,6.63,114.31,1.0,,No,No,105.29
76899,16001,2025-10-10,106.22,Sports,Cancelled,7.46,28.03,3.08,61.61,,,Yes,No,62.1
77203,16072,2025-10-10,54.3,Fashion,Delivered,6.09,22.77,1.57,29.87,6.0,4.0,Yes,No,39.54
63852,12942,2025-10-10,81.06,Beauty,Delivered,6.51,19.95,2.35,36.48,8.0,4.0,Yes,No,55.67
73354,15129,2025-10-10,37.97,Electronics,Delivered,23.48,0.0,1.1,28.48,5.0,5.0,No,No,-15.09
73861,15250,2025-10-11,247.37,Home & Garden,Delivered,4.57,0.0,7.17,148.42,8.0,3.0,No,No,87.21
73967,15276,2025-10-11,148.14,Fashion,Delivered,3.07,0.0,4.3,81.48,5.0,2.0,No,No,59.29
70199,14410,2025-10-11,176.86,Books,Delivered,4.24,0.0,5.13,88.43,12.0,4.0,No,No,79.06
77653,16194,2025-10-11,139.64,Books,Cancelled,9.68,7.64,4.05,69.82,,3.0,Yes,No,63.73
77563,16175,2025-10-11,69.98,Sports,Delivered,17.26,26.39,2.03,40.59,3.0,3.0,Yes,No,36.49
77024,16037,2025-10-11,114.3,Sports,Delivered,12.16,16.83,3.31,66.29,8.0,,Yes,No,49.37
61550,12464,2025-10-11,34.38,Books,Delivered,1.51,16.78,1.0,17.19,4.0,5.0,Yes,No,31.46
76905,16003,2025-10-11,75.37,Books,Delivered,17.38,0.0,2.19,37.69,13.0,1.0,No,No,18.11
52982,10624,2025-10-11,91.78,Fashion,Delivered,2.48,0.0,2.66,50.48,7.0,1.0,No,No,36.16
59284,11961,2025-10-11,36.67,Books,Cancelled,11.51,16.76,1.06,18.34,,4.0,Yes,No,22.52
74630,15437,2025-10-11,205.4,Beauty,Delivered,8.82,5.54,5.96,92.43,14.0,5.0,Yes,No,103.73
73017,15051,2025-10-11,66.12,Beauty,Delivered,4.58,11.28,1.92,29.75,3.0,,Yes,Yes,41.15
75135,15568,2025-10-11,65.37,Home & Garden,Delivered,7.64,0.0,1.9,39.22,5.0,1.0,No,No,16.61
67850,13837,2025-10-11,68.13,Electronics,Delivered,15.99,0.0,1.98,51.1,3.0,,No,No,-0.94
71282,14647,2025-10-11,76.96,Electronics,Delivered,14.26,0.0,2.23,57.72,9.0,5.0,No,No,2.75
61429,12434,2025-10-11,76.16,Fashion,Delivered,1.49,6.18,2.21,41.89,10.0,,Yes,No,36.75
77307,16109,2025-10-11,73.09,Fashion,Delivered,19.95,21.54,2.12,40.2,6.0,,Yes,No,32.36
72048,14816,2025-10-11,76.77,Home & Garden,Delivered,3.82,17.86,2.23,46.06,10.0,4.0,Yes,No,42.52
69005,14110,2025-10-11,89.37,Food & Beverage,Delivered,15.85,0.0,2.59,58.09,2.0,4.0,No,No,12.84
73212,15091,2025-10-11,98.75,Books,Delivered,0.46,0.0,2.86,49.38,8.0,5.0,No,No,46.05
75812,15745,2025-10-11,121.98,Beauty,Cancelled,10.03,0.0,3.54,54.89,,5.0,No,No,53.52
77279,16100,2025-10-11,88.74,Books,Delivered,11.12,0.0,2.57,44.37,11.0,5.0,No,No,30.68
75043,15542,2025-10-11,50.8,Books,Delivered,11.95,0.0,1.47,25.4,8.0,5.0,No,No,11.98
63485,12852,2025-10-11,279.81,Books,Delivered,4.19,0.0,8.11,139.91,11.0,2.0,No,No,127.6
56431,11353,2025-10-11,23.49,Fashion,Delivered,0.52,0.0,0.68,12.92,12.0,3.0,No,No,9.37
63625,12889,2025-10-11,34.8,Electronics,Delivered,22.46,0.0,1.01,26.1,9.0,5.0,No,No,-14.77
76963,16018,2025-10-11,78.58,Sports,Delivered,6.9,0.0,2.28,45.58,12.0,4.0,No,No,23.82
75690,15712,2025-10-11,160.71,Beauty,Delivered,1.42,0.0,4.66,72.32,6.0,,No,No,82.31
72148,14841,2025-10-11,133.03,Sports,Delivered,1.25,0.0,3.86,77.16,1.0,,No,No,50.76
71018,14596,2025-10-11,67.74,Home & Garden,Delivered,8.75,0.0,1.96,40.64,14.0,5.0,No,No,16.39
52267,10477,2025-10-11,131.61,Fashion,Delivered,7.98,0.0,3.82,72.39,4.0,5.0,No,No,47.42
64077,12985,2025-10-11,25.13,Food & Beverage,Returned,20.6,13.15,0.73,16.33,,,Yes,No,0.62
73409,15136,2025-10-11,192.11,Electronics,Delivered,7.45,0.0,5.57,144.08,4.0,,No,No,35.01
77023,16035,2025-10-11,85.97,Books,Delivered,4.76,0.0,2.49,42.98,8.0,4.0,No,No,35.74
70641,14516,2025-10-11,90.81,Sports,Delivered,13.05,10.14,2.63,52.67,4.0,5.0,Yes,No,32.6
68004,13868,2025-10-11,56.73,Beauty,In Transit,18.12,0.0,1.65,25.53,,4.0,No,No,11.43
59722,12056,2025-10-11,45.22,Home & Garden,Delivered,23.16,0.0,1.31,27.13,13.0,5.0,No,No,-6.38
68028,13873,2025-10-11,216.02,Books,Delivered,11.76,13.6,6.26,108.01,13.0,4.0,Yes,No,103.59
61844,12526,2025-10-11,58.69,Beauty,Delivered,15.94,0.0,1.7,26.41,10.0,3.0,No,No,14.64
75845,15751,2025-10-11,76.03,Home & Garden,Delivered,3.02,0.0,2.2,45.62,12.0,2.0,No,No,25.19
68349,13953,2025-10-11,56.85,Sports,Delivered,24.1,0.0,1.65,32.97,6.0,1.0,No,No,-1.87
77530,16159,2025-10-11,84.18,Food & Beverage,Delivered,16.94,0.0,2.44,54.72,12.0,3.0,No,No,10.08
69764,14316,2025-10-11,46.4,Sports,Cancelled,5.36,0.0,1.35,26.91,,1.0,No,No,12.78
71830,14772,2025-10-11,65.84,Sports,Delivered,16.57,16.17,1.91,38.19,11.0,,Yes,No,25.34
57598,11596,2025-10-11,102.42,Beauty,Delivered,12.61,0.0,2.97,46.09,11.0,5.0,No,No,40.75
58775,11843,2025-10-11,115.56,Food & Beverage,Failed,5.88,0.0,3.35,75.11,,,No,No,31.22
77492,16153,2025-10-11,108.46,Books,Delivered,13.52,0.0,3.15,54.23,5.0,,No,No,37.56
73662,15195,2025-10-11,148.95,Food & Beverage,Delivered,8.53,0.0,4.32,96.82,2.0,,No,No,39.28
53230,10682,2025-10-11,91.76,Beauty,Delivered,20.08,15.08,2.66,41.29,7.0,,Yes,No,42.81
57600,11596,2025-10-11,105.52,Books,Delivered,8.54,0.0,3.06,52.76,14.0,3.0,No,No,41.16
51439,10302,2025-10-11,43.41,Food & Beverage,Delivered,21.46,16.99,1.26,28.22,12.0,4.0,Yes,No,9.46
76460,15895,2025-10-11,169.5,Home & Garden,Delivered,0.59,0.0,4.92,101.7,8.0,1.0,No,No,62.29
59162,11939,2025-10-11,65.07,Fashion,Delivered,13.29,0.0,1.89,35.79,12.0,5.0,No,No,14.1
55141,11089,2025-10-12,106.66,Food & Beverage,Delivered,1.95,29.6,3.09,69.33,14.0,5.0,Yes,No,61.89
54416,10940,2025-10-12,76.76,Sports,Delivered,20.98,0.0,2.23,44.52,5.0,5.0,No,No,9.03
75548,15672,2025-10-12,111.87,Beauty,Returned,13.16,0.0,3.24,50.34,,,No,No,45.13
53938,10836,2025-10-12,81.27,Books,Delivered,3.1,0.0,2.36,40.63,13.0,3.0,No,No,35.18
67554,13771,2025-10-12,48.32,Home & Garden,Delivered,8.18,0.0,1.4,28.99,1.0,4.0,No,No,9.75
77541,16164,2025-10-12,78.67,Beauty,Delivered,15.2,9.16,2.28,35.4,11.0,,Yes,No,34.95
52301,10484,2025-10-12,58.36,Books,Delivered,13.54,0.0,1.69,29.18,9.0,5.0,No,No,13.95
77547,16167,2025-10-12,111.23,Sports,Cancelled,11.75,0.0,3.23,64.51,,,No,No,31.74
73928,15265,2025-10-12,101.74,Books,Delivered,3.62,0.0,2.95,50.87,3.0,5.0,No,No,44.3
65541,13330,2025-10-12,75.96,Home & Garden,Delivered,6.96,14.73,2.2,45.58,6.0,2.0,Yes,No,35.95
61628,12478,2025-10-12,184.9,Books,Delivered,2.14,19.77,5.36,92.45,14.0,1.0,Yes,No,104.72
67360,13737,2025-10-12,123.17,Books,Delivered,10.69,0.0,3.57,61.59,13.0,,No,No,47.32
71451,14686,2025-10-12,38.34,Books,Delivered,9.25,12.66,1.11,19.17,9.0,,Yes,No,21.47
77061,16041,2025-10-12,96.23,Food & Beverage,Delivered,1.63,24.78,2.79,62.55,12.0,2.0,Yes,No,54.04
61926,12541,2025-10-12,101.27,Food & Beverage,Delivered,0.04,26.01,2.94,65.83,3.0,2.0,Yes,No,58.47
71382,14670,2025-10-12,112.37,Electronics,Cancelled,6.73,0.0,3.26,84.28,,4.0,No,No,18.1
77649,16193,2025-10-12,73.65,Books,Delivered,19.66,15.44,2.14,36.83,9.0,3.0,Yes,No,30.46
72859,15008,2025-10-12,271.65,Electronics,Delivered,3.26,13.7,7.88,203.74,10.0,5.0,Yes,No,70.47
63035,12754,2025-10-12,47.4,Fashion,Delivered,24.37,0.0,1.37,26.07,14.0,,No,No,-4.41
52867,10600,2025-10-12,129.49,Beauty,Delivered,13.53,0.0,3.76,58.27,14.0,4.0,No,No,53.93
53277,10693,2025-10-12,88.04,Electronics,Delivered,13.35,0.0,2.55,66.03,6.0,,No,No,6.11
62622,12668,2025-10-12,369.78,Food & Beverage,Delivered,8.49,0.0,10.72,240.36,5.0,,No,Yes,110.21
52769,10585,2025-10-12,92.1,Home & Garden,Delivered,19.22,0.0,2.67,55.26,5.0,4.0,No,No,14.95
72576,14941,2025-10-12,186.32,Beauty,Delivered,14.41,0.0,5.4,83.84,8.0,,No,No,82.67
77482,16148,2025-10-12,128.95,Books,Failed,14.89,12.29,3.74,64.47,,1.0,Yes,No,58.14
71542,14701,2025-10-12,135.8,Fashion,Delivered,12.37,0.0,3.94,74.69,1.0,,No,No,44.8
77360,16119,2025-10-12,34.46,Food & Beverage,Delivered,3.39,0.0,1.0,22.4,4.0,4.0,No,No,7.67
70100,14384,2025-10-12,46.96,Sports,Delivered,20.73,0.0,1.36,27.24,1.0,4.0,No,No,-2.37
69031,14117,2025-10-12,119.46,Electronics,Delivered,9.1,0.0,3.46,89.59,11.0,,No,No,17.31
75358,15625,2025-10-12,180.65,Sports,Delivered,3.69,0.0,5.24,104.78,8.0,5.0,No,No,66.94
73122,15074,2025-10-12,72.04,Books,Delivered,2.3,18.21,2.09,36.02,12.0,,Yes,No,49.84
77592,16181,2025-10-12,77.37,Food & Beverage,Returned,24.91,25.16,2.24,50.29,,3.0,Yes,No,25.09
76131,15812,2025-10-12,37.58,Electronics,Returned,13.86,0.0,1.09,28.18,,3.0,No,No,-5.55
65682,13365,2025-10-12,25.09,Fashion,Delivered,17.57,16.66,0.73,13.8,4.0,5.0,Yes,No,9.65
75787,15736,2025-10-12,314.97,Home & Garden,Delivered,3.35,0.0,9.13,188.98,12.0,,No,No,113.51
74978,15523,2025-10-12,37.48,Food & Beverage,Delivered,3.17,26.26,1.09,24.36,1.0,4.0,Yes,No,35.12
77354,16119,2025-10-12,68.24,Books,Delivered,5.04,0.0,1.98,34.12,11.0,4.0,No,No,27.1
76512,15917,2025-10-12,75.88,Home & Garden,Delivered,8.62,25.86,2.2,45.53,2.0,1.0,Yes,No,45.39
74429,15401,2025-10-12,35.96,Electronics,Cancelled,19.2,15.52,1.04,26.97,,4.0,Yes,No,4.27
51723,10362,2025-10-12,115.22,Food & Beverage,Delivered,0.86,0.0,3.34,74.89,14.0,4.0,No,No,36.13
75719,15718,2025-10-12,273.52,Electronics,Delivered,5.69,0.0,7.93,205.14,14.0,4.0,No,No,54.76
74495,15408,2025-10-12,154.3,Home & Garden,Delivered,12.71,0.0,4.47,92.58,10.0,3.0,No,No,44.54
76925,16010,2025-10-12,89.27,Home & Garden,Delivered,18.29,21.03,2.59,53.56,12.0,5.0,Yes,No,35.86
77004,16029,2025-10-12,36.61,Food & Beverage,Delivered,2.36,13.33,1.06,23.8,2.0,3.0,Yes,No,22.72
76789,15979,2025-10-12,46.67,Food & Beverage,Delivered,20.47,20.07,1.35,30.34,8.0,,Yes,No,14.58
55564,11171,2025-10-12,119.13,Food & Beverage,Delivered,1.2,0.0,3.45,77.43,5.0,5.0,No,No,37.05
54848,11016,2025-10-12,81.65,Electronics,Delivered,4.25,0.0,2.37,61.24,11.0,,No,No,13.79
64537,13097,2025-10-12,152.13,Electronics,Delivered,9.05,0.0,4.41,114.1,12.0,,No,No,24.57
60769,12290,2025-10-12,141.22,Home & Garden,Delivered,3.79,0.0,4.1,84.73,12.0,4.0,No,No,48.6
70550,14495,2025-10-12,143.43,Beauty,Delivered,10.24,0.0,4.16,64.54,11.0,,No,No,64.49
76797,15979,2025-10-12,44.83,Sports,Delivered,22.87,9.43,1.3,26.0,13.0,4.0,Yes,No,4.09
73621,15188,2025-10-12,23.2,Electronics,Delivered,10.32,0.0,0.67,17.4,8.0,4.0,No,Yes,-5.19
73635,15191,2025-10-12,160.62,Electronics,Delivered,10.92,8.55,4.66,120.47,14.0,5.0,Yes,No,33.12
66578,13562,2025-10-12,84.69,Food & Beverage,Delivered,5.93,0.0,2.46,55.05,12.0,2.0,No,No,21.25
76514,15918,2025-10-12,121.66,Fashion,Delivered,11.68,0.0,3.53,66.91,6.0,2.0,No,No,39.54
66510,13545,2025-10-12,159.06,Sports,In Transit,0.22,0.0,4.61,92.25,,,No,No,61.98
74212,15347,2025-10-12,146.31,Fashion,Delivered,13.29,0.0,4.24,80.47,14.0,,No,No,48.31
64869,13173,2025-10-12,104.73,Beauty,Delivered,7.94,0.0,3.04,47.13,9.0,4.0,No,No,46.62
67120,13679,2025-10-12,74.42,Fashion,Delivered,18.57,27.22,2.16,40.93,3.0,5.0,Yes,No,39.98
55351,11133,2025-10-12,256.12,Fashion,Delivered,7.66,0.0,7.43,140.87,7.0,2.0,No,No,100.16
74595,15431,2025-10-12,141.1,Sports,Delivered,1.03,16.89,4.09,81.84,4.0,4.0,Yes,No,71.03
59613,12035,2025-10-13,67.28,Food & Beverage,Delivered,1.09,0.0,1.95,43.73,10.0,3.0,No,No,20.51
76523,15920,2025-10-13,63.13,Books,Delivered,7.65,0.0,1.83,31.57,14.0,1.0,No,No,22.08
73068,15061,2025-10-13,101.43,Books,Delivered,12.72,0.0,2.94,50.72,8.0,5.0,No,No,35.05
71783,14756,2025-10-13,289.22,Beauty,Cancelled,6.09,0.0,8.39,130.15,,1.0,No,No,144.59
53151,10667,2025-10-13,75.22,Books,Delivered,6.17,6.43,2.18,37.61,4.0,5.0,Yes,No,35.69
77770,16226,2025-10-13,51.7,Sports,Delivered,20.37,0.0,1.5,29.99,12.0,4.0,No,No,-0.16
70129,14388,2025-10-13,70.56,Food & Beverage,Delivered,12.65,27.34,2.05,45.86,4.0,5.0,Yes,No,37.34
59238,11953,2025-10-13,300.53,Electronics,Delivered,6.52,14.59,8.72,225.4,7.0,5.0,Yes,No,74.48
66818,13615,2025-10-13,85.81,Fashion,Delivered,1.2,12.83,2.49,47.2,13.0,5.0,Yes,No,47.75
75276,15599,2025-10-13,64.73,Beauty,Delivered,6.13,23.69,1.88,29.13,6.0,2.0,Yes,No,51.28
72277,14874,2025-10-13,58.82,Food & Beverage,Returned,8.49,14.48,1.71,38.23,,,Yes,No,24.87
52917,10612,2025-10-13,181.96,Fashion,Delivered,14.3,0.0,5.28,100.08,1.0,5.0,No,No,62.3
65490,13318,2025-10-13,154.57,Beauty,Delivered,1.75,0.0,4.48,69.56,3.0,,No,No,78.78
66063,13439,2025-10-13,33.41,Home & Garden,Delivered,12.3,0.0,0.97,20.05,11.0,4.0,No,No,0.09
75190,15577,2025-10-13,44.98,Home & Garden,Delivered,16.57,9.32,1.3,26.99,11.0,5.0,Yes,No,9.44
51567,10329,2025-10-13,89.44,Books,Delivered,9.91,28.86,2.59,44.72,6.0,4.0,Yes,No,61.08
75122,15564,2025-10-13,84.12,Electronics,Delivered,7.07,0.0,2.44,63.09,14.0,4.0,No,No,11.52
64191,13012,2025-10-13,98.12,Fashion,Delivered,6.35,21.34,2.85,53.97,14.0,,Yes,No,56.29
56630,11394,2025-10-13,73.93,Fashion,Delivered,12.75,0.0,2.14,40.66,6.0,5.0,No,No,18.38
71245,14639,2025-10-13,120.91,Beauty,Cancelled,0.08,0.0,3.51,54.41,,,No,No,62.91
77304,16106,2025-10-13,87.06,Home & Garden,Delivered,4.61,26.26,2.52,52.24,8.0,,Yes,No,53.95
74064,15301,2025-10-13,66.58,Food & Beverage,Delivered,12.75,12.77,1.93,43.28,11.0,5.0,Yes,No,21.39
65644,13358,2025-10-13,45.68,Electronics,In Transit,4.93,23.14,1.32,34.26,,,Yes,No,28.31
72340,14891,2025-10-13,52.87,Home & Garden,In Transit,21.95,0.0,1.53,31.72,,2.0,No,No,-2.33
75945,15773,2025-10-13,51.19,Sports,Delivered,6.42,11.39,1.48,29.69,3.0,5.0,Yes,No,24.99
74353,15386,2025-10-13,139.98,Home & Garden,Delivered,14.64,0.0,4.06,83.99,5.0,4.0,No,No,37.29
73178,15083,2025-10-13,230.92,Books,Delivered,12.72,7.73,6.7,115.46,11.0,5.0,Yes,No,103.77
75383,15630,2025-10-13,44.18,Food & Beverage,Cancelled,13.47,0.0,1.28,28.72,,4.0,No,No,0.71
70066,14377,2025-10-13,144.09,Beauty,Delivered,6.25,11.88,4.18,64.84,4.0,3.0,Yes,No,80.7
75615,15691,2025-10-13,48.86,Home & Garden,Delivered,24.52,0.0,1.42,29.32,14.0,,No,No,-6.4
68354,13955,2025-10-13,239.3,Books,Delivered,13.01,0.0,6.94,119.65,13.0,1.0,No,No,99.7
71639,14719,2025-10-13,108.63,Fashion,Returned,7.31,0.0,3.15,59.75,,,No,No,38.42
68517,13992,2025-10-13,61.29,Fashion,Delivered,4.38,10.44,1.78,33.71,10.0,2.0,Yes,No,31.86
77546,16167,2025-10-13,112.19,Home & Garden,Delivered,0.25,14.51,3.25,67.31,9.0,,Yes,No,55.89
74205,15346,2025-10-13,33.56,Books,Delivered,3.98,0.0,0.97,16.78,9.0,5.0,No,No,11.83
62367,12621,2025-10-13,111.13,Food & Beverage,Delivered,5.97,0.0,3.22,72.23,2.0,,No,No,29.71
67156,13686,2025-10-13,46.66,Food & Beverage,Delivered,14.86,7.41,1.35,30.33,3.0,5.0,Yes,No,7.53
77500,16156,2025-10-13,86.31,Food & Beverage,Returned,16.34,0.0,2.5,56.1,,4.0,No,No,11.37
75487,15657,2025-10-13,137.29,Beauty,Delivered,12.86,12.06,3.98,61.78,10.0,1.0,Yes,No,70.73
76406,15880,2025-10-13,61.31,Home & Garden,Delivered,13.91,0.0,1.78,36.79,6.0,,No,No,8.83
77673,16203,2025-10-13,31.61,Sports,In Transit,17.34,0.0,0.92,18.33,,5.0,No,No,-4.98
75903,15763,2025-10-13,141.9,Fashion,Delivered,0.83,22.53,4.12,78.05,14.0,5.0,Yes,No,81.43
74030,15290,2025-10-13,88.06,Home & Garden,Delivered,19.49,0.0,2.55,52.84,3.0,4.0,No,No,13.18
77728,16217,2025-10-13,59.5,Fashion,In Transit,0.38,0.0,1.73,32.73,,5.0,No,Yes,24.66
71545,14701,2025-10-13,118.71,Home & Garden,Delivered,0.47,0.0,3.44,71.23,14.0,,No,No,43.57
65075,13224,2025-10-13,184.16,Sports,Delivered,1.88,0.0,5.34,106.81,8.0,4.0,No,No,70.13
76677,15960,2025-10-13,63.89,Books,Delivered,9.33,0.0,1.85,31.95,3.0,5.0,No,No,20.76
62581,12660,2025-10-13,70.76,Books,Delivered,12.99,14.57,2.05,35.38,12.0,,Yes,Yes,34.91
56970,11463,2025-10-13,46.04,Home & Garden,Cancelled,16.63,0.0,1.34,27.62,,,No,No,0.45
68787,14056,2025-10-13,125.56,Sports,Delivered,7.05,0.0,3.64,72.82,12.0,4.0,No,No,42.05
77451,16139,2025-10-13,85.18,Food & Beverage,Failed,8.72,0.0,2.47,55.37,,4.0,No,No,18.62
71766,14753,2025-10-13,78.32,Books,Delivered,23.56,0.0,2.27,39.16,4.0,4.0,No,Yes,13.33
76479,15907,2025-10-13,116.46,Beauty,Delivered,0.39,0.0,3.38,52.41,4.0,,No,No,60.28
76947,16015,2025-10-13,26.66,Home & Garden,Delivered,11.44,0.0,0.77,16.0,1.0,3.0,No,No,-1.55
74058,15300,2025-10-13,45.41,Home & Garden,Cancelled,17.09,0.0,1.32,27.25,,1.0,No,No,-0.25
53755,10798,2025-10-13,68.94,Books,Delivered,14.73,0.0,2.0,34.47,1.0,4.0,No,No,17.74
76398,15877,2025-10-13,155.88,Electronics,Delivered,0.68,0.0,4.52,116.91,8.0,5.0,No,No,33.77
74967,15522,2025-10-13,39.13,Home & Garden,Delivered,2.14,9.47,1.13,23.48,13.0,4.0,Yes,No,21.85
73496,15154,2025-10-13,165.51,Electronics,Delivered,8.01,0.0,4.8,124.13,14.0,4.0,No,No,28.57
76777,15976,2025-10-13,64.75,Books,Delivered,14.35,14.95,1.88,32.38,6.0,,Yes,No,31.09
77213,16077,2025-10-13,61.73,Sports,Delivered,9.91,14.37,1.79,35.8,12.0,1.0,Yes,Yes,28.6
62093,12571,2025-10-13,86.21,Beauty,Delivered,16.4,22.59,2.5,38.79,6.0,,Yes,No,51.11
74723,15472,2025-10-13,42.95,Electronics,Delivered,17.42,8.87,1.25,32.21,9.0,3.0,Yes,No,0.94
77240,16089,2025-10-13,80.73,Fashion,Delivered,4.7,6.11,2.34,44.4,11.0,3.0,Yes,No,35.4
77086,16047,2025-10-13,40.4,Books,Cancelled,19.37,0.0,1.17,20.2,,5.0,No,No,-0.34
60459,12223,2025-10-13,210.1,Food & Beverage,Delivered,4.43,0.0,6.09,136.56,6.0,,No,No,63.02
77159,16064,2025-10-13,25.05,Food & Beverage,Delivered,3.16,8.82,0.73,16.28,4.0,,Yes,No,13.7
52263,10477,2025-10-13,131.0,Books,Delivered,12.25,20.0,3.8,65.5,8.0,5.0,Yes,No,69.45
76578,15934,2025-10-13,273.98,Books,Delivered,3.85,28.94,7.95,136.99,11.0,4.0,Yes,No,154.13
73367,15130,2025-10-13,73.78,Beauty,Delivered,4.99,0.0,2.14,33.2,12.0,,No,No,33.45
69243,14180,2025-10-13,271.45,Food & Beverage,Delivered,2.66,0.0,7.87,176.44,6.0,4.0,No,No,84.48
60101,12133,2025-10-13,82.91,Beauty,Delivered,0.35,0.0,2.4,37.31,12.0,4.0,No,No,42.85
66346,13515,2025-10-13,104.68,Food & Beverage,Delivered,4.5,0.0,3.04,68.04,14.0,5.0,No,No,29.1
73299,15117,2025-10-13,243.62,Books,Delivered,14.75,0.0,7.06,121.81,6.0,2.0,No,No,100.0
74613,15434,2025-10-13,56.89,Home & Garden,Delivered,10.33,0.0,1.65,34.13,14.0,4.0,No,No,10.78
68454,13976,2025-10-13,52.78,Food & Beverage,Delivered,10.42,26.3,1.53,34.31,8.0,5.0,Yes,No,32.82
73412,15136,2025-10-14,178.26,Beauty,Delivered,2.63,0.0,5.17,80.22,7.0,5.0,No,No,90.24
69942,14348,2025-10-14,78.17,Fashion,Delivered,8.14,17.07,2.27,42.99,11.0,4.0,Yes,Yes,41.84
74474,15404,2025-10-14,131.59,Sports,Delivered,2.48,0.0,3.82,76.32,1.0,4.0,No,No,48.97
76553,15931,2025-10-14,53.93,Food & Beverage,Delivered,0.72,0.0,1.56,35.05,11.0,1.0,No,No,16.6
66469,13540,2025-10-14,131.34,Sports,Delivered,6.48,0.0,3.81,76.18,1.0,1.0,No,No,44.87
63924,12955,2025-10-14,45.95,Fashion,Delivered,21.43,8.6,1.33,25.27,4.0,4.0,Yes,No,6.52
54528,10964,2025-10-14,97.93,Fashion,Delivered,14.05,0.0,2.84,53.86,10.0,4.0,No,No,27.18
76979,16024,2025-10-14,135.68,Electronics,Delivered,5.18,0.0,3.93,101.76,1.0,2.0,No,No,24.81
77731,16219,2025-10-14,57.15,Beauty,Delivered,1.18,0.0,1.66,25.72,8.0,3.0,No,No,28.59
76809,15981,2025-10-14,103.63,Food & Beverage,Delivered,1.99,15.65,3.01,67.36,5.0,1.0,Yes,No,46.92
73262,15113,2025-10-14,63.82,Food & Beverage,Delivered,13.37,6.57,1.85,41.48,13.0,,Yes,No,13.69
75926,15767,2025-10-14,179.5,Books,Delivered,7.97,0.0,5.21,89.75,10.0,5.0,No,No,76.57
66701,13585,2025-10-14,115.44,Fashion,Delivered,9.64,0.0,3.35,63.49,11.0,,No,No,38.96
71492,14694,2025-10-14,38.29,Fashion,Delivered,19.93,18.93,1.11,21.06,5.0,2.0,Yes,Yes,15.12
75397,15634,2025-10-14,57.23,Food & Beverage,Delivered,9.74,0.0,1.66,37.2,2.0,2.0,No,No,8.63
54390,10933,2025-10-14,71.38,Fashion,Delivered,6.07,0.0,2.07,39.26,1.0,4.0,No,No,23.98
77668,16199,2025-10-14,62.82,Books,Delivered,21.23,9.91,1.82,31.41,6.0,,Yes,Yes,18.27
70830,14559,2025-10-14,76.67,Fashion,Delivered,21.01,6.42,2.22,42.17,2.0,3.0,Yes,No,17.69
76774,15976,2025-10-14,94.03,Books,Delivered,13.28,0.0,2.73,47.02,14.0,,No,No,31.0
74826,15493,2025-10-14,77.72,Food & Beverage,Returned,9.33,22.92,2.25,50.52,,4.0,Yes,No,38.54
59553,12023,2025-10-14,31.85,Home & Garden,Delivered,18.26,0.0,0.92,19.11,12.0,4.0,No,No,-6.44
73275,15114,2025-10-14,35.73,Electronics,Delivered,8.87,0.0,1.04,26.8,8.0,3.0,No,No,-0.98
60300,12187,2025-10-14,350.48,Food & Beverage,Delivered,6.43,0.0,10.16,227.81,13.0,5.0,No,No,106.08
75636,15699,2025-10-14,90.76,Food & Beverage,Delivered,2.53,0.0,2.63,58.99,1.0,,No,No,26.61
77559,16172,2025-10-14,216.41,Electronics,Delivered,9.28,0.0,6.28,162.31,2.0,3.0,No,No,38.54
74121,15314,2025-10-14,28.94,Electronics,Returned,12.25,0.0,0.84,21.71,,,No,No,-5.86
71677,14727,2025-10-14,138.66,Beauty,Returned,3.19,0.0,4.02,62.4,,,No,No,69.05
67394,13743,2025-10-14,25.85,Home & Garden,Delivered,9.68,0.0,0.75,15.51,3.0,4.0,No,No,-0.09
