customer_id,signup_date,age,gender,location_city,location_state,acquisition_channel,acquisition_cost,subscription_tier,billing_cycle,payment_method,first_purchase_value,total_orders_to_date,total_revenue_to_date,last_order_date,days_since_last_order,customer_lifetime_months,subscription_status,churn_date,churn_reason,customer_support_tickets,nps_score,email_engagement_score,feature_usage_score,customer_segment
14192,2025-03-31,41,Male,Houston,TX,Organic Search,45,Basic,Annual,Credit Card,126.85,1,350.07,2025-06-26 14:15:07.885039,259,11,Churned,2025-11-25 14:15:07.885039,Found competitor,3,0.0,12.7,39.2,Churned
14193,2025-03-31,53,Male,Tampa,FL,Paid Social,85,Basic,Annual,Credit Card,44.79,2,466.64,2025-09-15 14:15:07.885039,178,11,Churned,2026-01-17 14:15:07.885039,Found competitor,1,0.0,38.8,82.6,Churned
14194,2025-03-31,22,Male,Houston,TX,Direct,0,Basic,Annual,PayPal,39.71,5,759.43,2025-06-19 14:15:09.487923,266,11,Active,,,3,9.0,62.2,48.7,Growing
14195,2025-03-31,22,Male,Houston,TX,Paid Search,95,Plus,Annual,Apple Pay,33.26,4,705.37,2025-10-31 14:15:09.487932,132,11,Active,,,2,9.0,77.3,74.3,Growing
14196,2025-03-31,32,Other,Los Angeles,CA,Paid Search,95,Basic,Monthly,Credit Card,64.02,2,399.58,2025-07-13 14:15:07.885039,242,11,Churned,2025-07-14 14:15:07.885039,Found competitor,3,5.0,12.2,46.7,Churned
14197,2025-03-31,51,Female,Philadelphia,PA,Direct,0,Basic,Annual,Bank Transfer,24.74,1,360.89,2025-12-16 14:15:09.487951,86,11,Active,,,0,1.0,47.4,73.0,Growing
14198,2025-04-01,22,Other,Chicago,IL,Organic Search,45,Plus,Annual,Bank Transfer,62.62,1,527.87,2025-10-15 14:15:07.885039,148,11,Churned,2026-01-10 14:15:07.885039,Poor support,6,3.0,75.6,37.3,Churned
14199,2025-04-01,22,Male,San Antonio,TX,Paid Search,95,Basic,Monthly,Credit Card,53.86,6,763.55,2025-09-10 14:15:09.487972,183,11,At Risk,,,1,,8.8,,At Risk
14200,2025-04-01,44,Male,New York,NY,Direct,0,Plus,Monthly,Credit Card,20.33,0,539.0,,0,11,Churned,2025-10-07 14:15:07.885039,Found competitor,3,3.0,78.4,35.0,Churned
14201,2025-04-01,40,Male,New York,NY,Paid Social,85,Basic,Monthly,Credit Card,48.3,2,555.29,2025-09-06 14:15:09.487983,187,11,Active,,,2,,60.7,55.4,Growing
14202,2025-04-01,24,Male,New York,NY,Paid Social,85,Premium,Annual,Credit Card,37.84,1,882.63,2025-11-08 14:15:09.487991,124,11,Active,,,0,0.0,94.6,65.8,Growing
14203,2025-04-01,26,Male,Seattle,WA,Email Campaign,15,Plus,Monthly,Credit Card,71.2,6,1239.85,2025-05-24 14:15:09.488000,292,11,Active,,,1,1.0,13.8,84.9,Growing
14204,2025-04-01,26,Female,San Jose,CA,Referral,25,Premium,Monthly,Credit Card,19.3,1,947.27,2025-06-05 14:15:09.488009,280,11,Active,,,2,2.0,31.6,47.6,Growing
14205,2025-04-01,39,Other,Los Angeles,CA,Paid Social,85,Plus,Monthly,Credit Card,17.42,6,910.36,2025-12-20 14:15:09.488019,82,11,Active,,,2,,35.5,46.9,Growing
14206,2025-04-01,30,Male,Boston,MA,Organic Search,45,Basic,Annual,PayPal,48.37,7,699.7,2026-01-20 14:15:09.488027,51,11,Active,,,1,7.0,49.5,83.3,Growing
14207,2025-04-02,43,Male,Boston,MA,Organic Search,45,Basic,Monthly,Credit Card,68.1,0,319.0,,0,11,Churned,2025-12-07 14:15:07.885039,Poor support,5,8.0,30.1,20.0,Churned
14208,2025-04-02,22,Male,Tampa,FL,Paid Social,85,Plus,Monthly,PayPal,56.72,9,1546.42,2025-05-25 14:15:09.488039,291,11,Active,,,2,10.0,63.8,93.0,High Value
14209,2025-04-02,27,Male,Tampa,FL,Paid Social,85,Plus,Monthly,Apple Pay,44.08,1,626.2,2025-04-07 14:15:07.885039,339,11,Churned,2025-07-11 14:15:07.885039,Poor support,4,1.0,19.3,48.9,Churned
14210,2025-04-02,24,Male,Boston,MA,Direct,0,Plus,Monthly,PayPal,75.09,6,1092.31,2025-09-19 14:15:09.488059,174,11,Active,,,2,,8.3,63.3,Growing
14211,2025-04-02,34,Male,New York,NY,Organic Search,45,Basic,Monthly,Credit Card,25.86,0,319.0,,0,11,Churned,2026-01-18 14:15:07.885039,Moved/relocated,2,5.0,40.3,22.3,Churned
14212,2025-04-02,31,Male,Boston,MA,Paid Search,95,Plus,Monthly,Credit Card,19.81,9,1239.03,2025-10-19 14:15:09.488070,144,11,Active,,,0,1.0,83.2,67.9,Growing
14213,2025-04-02,47,Male,Boston,MA,Direct,0,Plus,Monthly,Credit Card,16.43,2,651.72,2025-10-11 14:15:09.488080,152,11,Active,,,2,2.0,72.7,67.3,Growing
14214,2025-04-02,22,Male,Atlanta,GA,Paid Search,95,Plus,Monthly,Apple Pay,82.7,3,742.79,2025-10-30 14:15:09.488088,133,11,Active,,,0,9.0,55.8,34.4,Growing
14215,2025-04-02,38,Male,San Diego,CA,Referral,25,Basic,Monthly,Bank Transfer,225.5,2,514.26,2025-08-05 14:15:09.488097,219,11,Active,,,4,,47.5,75.0,Growing
14216,2025-04-02,44,Male,Denver,CO,Organic Search,45,Premium,Monthly,PayPal,31.57,8,1711.89,2025-11-07 14:15:09.488105,125,11,Active,,,2,10.0,37.6,45.4,High Value
14217,2025-04-02,60,Other,Houston,TX,Paid Social,85,Basic,Annual,Credit Card,21.52,1,372.17,2025-04-16 14:15:07.885039,330,11,Churned,2025-11-10 14:15:07.885039,Moved/relocated,2,3.0,52.3,68.3,Churned
14218,2025-04-02,32,Male,San Antonio,TX,Organic Search,45,Basic,Monthly,PayPal,110.98,5,909.75,2025-07-18 14:15:09.488126,237,11,At Risk,,,1,4.0,77.9,17.5,At Risk
14219,2025-04-02,41,Female,Portland,OR,Paid Search,95,Plus,Monthly,Bank Transfer,126.57,3,826.34,2025-09-04 14:15:09.488135,189,11,Active,,,1,,58.0,78.8,Growing
14220,2025-04-03,22,Female,Seattle,WA,Paid Social,85,Basic,Monthly,Apple Pay,39.1,6,715.98,2025-06-01 14:15:09.488144,284,11,At Risk,,,1,3.0,32.3,78.1,At Risk
14221,2025-04-03,22,Female,Los Angeles,CA,Email Campaign,15,Plus,Monthly,PayPal,54.72,1,603.73,2025-05-05 14:15:07.885039,311,11,Churned,2025-07-18 14:15:07.885039,Price too high,4,5.0,34.3,34.6,Churned
14222,2025-04-03,48,Female,Chicago,IL,Direct,0,Basic,Monthly,Credit Card,69.12,4,542.96,2025-05-02 14:15:07.885039,314,11,Churned,2025-07-25 14:15:07.885039,Poor support,6,2.0,43.7,61.8,Churned
14223,2025-04-03,37,Female,Los Angeles,CA,Paid Search,95,Basic,Monthly,PayPal,210.94,6,594.76,2025-12-07 14:15:09.488175,95,11,At Risk,,,2,8.0,17.8,47.2,At Risk
14224,2025-04-03,52,Female,Philadelphia,PA,Direct,0,Basic,Annual,Apple Pay,23.0,5,779.8,2026-02-26 14:15:09.488184,14,11,Active,,,0,6.0,74.1,62.9,Growing
14225,2025-04-03,22,Male,New York,NY,Referral,25,Basic,Monthly,PayPal,29.81,4,649.57,2025-05-13 14:15:07.885039,303,11,Churned,2025-10-17 14:15:07.885039,Price too high,3,4.0,17.2,76.2,Churned
14226,2025-04-03,44,Male,New York,NY,Email Campaign,15,Basic,Monthly,Credit Card,50.37,5,523.95,2025-07-11 14:15:07.885039,244,11,Churned,2025-12-04 14:15:07.885039,Poor support,7,5.0,18.6,60.6,Churned
14227,2025-04-03,60,Other,Detroit,MI,Referral,25,Basic,Annual,PayPal,15.0,3,577.73,2025-06-04 14:15:09.488215,281,11,Active,,,2,,68.2,70.3,Growing
14228,2025-04-03,43,Female,San Antonio,TX,Organic Search,45,Plus,Monthly,Bank Transfer,86.56,9,1261.21,2025-05-23 14:15:07.885039,293,11,Churned,2025-07-21 14:15:07.885039,Product quality,5,5.0,18.0,49.5,Churned
14229,2025-04-03,41,Other,New York,NY,Direct,0,Plus,Annual,PayPal,86.02,6,944.61,2026-01-30 14:15:09.488235,41,11,Active,,,1,5.0,61.5,28.9,Growing
14230,2025-04-03,38,Female,Houston,TX,Email Campaign,15,Plus,Monthly,Credit Card,27.9,5,1107.19,2025-05-09 14:15:09.488244,307,11,At Risk,,,1,0.0,16.3,83.1,At Risk
14231,2025-04-03,22,Female,Austin,TX,Organic Search,45,Plus,Monthly,PayPal,66.76,0,539.0,,0,11,Churned,2025-11-15 14:15:07.885039,Poor support,8,0.0,27.2,76.5,Churned
14232,2025-04-03,54,Female,Tampa,FL,Paid Search,95,Basic,Monthly,PayPal,85.65,1,370.71,2025-04-15 14:15:07.885039,331,11,Churned,2025-12-15 14:15:07.885039,Not using enough,3,5.0,57.5,74.2,Churned
14233,2025-04-04,30,Female,Phoenix,AZ,Email Campaign,15,Premium,Monthly,Credit Card,59.54,4,1285.41,2025-07-03 14:15:07.885039,252,11,Churned,2025-08-19 14:15:07.885039,Found competitor,4,8.0,15.3,84.6,Churned
14234,2025-04-04,44,Female,San Jose,CA,Direct,0,Plus,Annual,PayPal,17.04,10,1434.09,2025-12-28 14:15:09.488278,74,11,Active,,,1,9.0,78.7,81.3,Growing
14235,2025-04-04,22,Female,New York,NY,Direct,0,Basic,Monthly,Credit Card,137.41,5,706.53,2025-12-20 14:15:09.488287,82,11,At Risk,,,1,10.0,27.5,39.8,At Risk
14236,2025-04-04,23,Female,Dallas,TX,Direct,0,Plus,Monthly,Apple Pay,38.64,1,642.45,2025-06-14 14:15:07.885039,271,11,Churned,2026-01-21 14:15:07.885039,Poor support,1,8.0,32.7,36.6,Churned
14237,2025-04-04,55,Female,Austin,TX,Organic Search,45,Basic,Monthly,Apple Pay,96.68,9,754.07,2025-10-06 14:15:07.885039,157,11,Churned,2025-10-09 14:15:07.885039,Financial reasons,2,1.0,35.7,37.7,Churned
14238,2025-04-04,33,Female,Atlanta,GA,Organic Search,45,Plus,Monthly,Credit Card,100.33,4,915.15,2026-01-21 14:15:09.488318,50,11,Active,,,3,0.0,50.8,46.4,Growing
14239,2025-04-04,55,Male,Minneapolis,MN,Direct,0,Basic,Annual,Apple Pay,80.46,3,588.73,2025-07-11 14:15:07.885039,244,11,Churned,2025-12-20 14:15:07.885039,Moved/relocated,5,6.0,32.9,52.0,Churned
14240,2025-04-04,37,Male,Denver,CO,Direct,0,Basic,Monthly,Credit Card,32.35,3,671.95,2025-05-30 14:15:07.885039,286,11,Churned,2025-07-27 14:15:07.885039,Moved/relocated,3,4.0,77.0,67.4,Churned
14241,2025-04-04,22,Female,New York,NY,Email Campaign,15,Basic,Annual,PayPal,66.87,2,390.4,2025-09-26 14:15:07.885039,167,11,Churned,2025-12-08 14:15:07.885039,Financial reasons,4,4.0,35.5,33.2,Churned
14242,2025-04-04,48,Female,Minneapolis,MN,Paid Social,85,Basic,Annual,Credit Card,38.46,3,519.36,2025-10-19 14:15:07.885039,144,11,Churned,2025-12-21 14:15:07.885039,Poor support,2,9.0,51.1,19.1,Churned
14243,2025-04-04,30,Male,Boston,MA,Organic Search,45,Premium,Monthly,Credit Card,178.88,3,1096.14,2025-04-05 14:15:07.885039,341,11,Churned,2025-07-18 14:15:07.885039,Poor support,2,1.0,20.5,60.7,Churned
14244,2025-04-04,46,Male,San Diego,CA,Paid Search,95,Premium,Monthly,Bank Transfer,15.0,3,1023.42,2025-09-23 14:15:09.488382,170,11,Active,,,2,8.0,34.5,85.8,Growing
14245,2025-04-04,38,Female,Minneapolis,MN,Organic Search,45,Basic,Monthly,Bank Transfer,56.46,2,481.52,2025-07-22 14:15:07.885039,233,11,Churned,2025-08-17 14:15:07.885039,Found competitor,3,3.0,86.2,64.1,Churned
14246,2025-04-05,22,Female,Denver,CO,Organic Search,45,Basic,Monthly,Credit Card,75.63,2,417.73,2025-06-07 14:15:09.488402,278,11,Active,,,1,2.0,78.1,71.5,Growing
14247,2025-04-05,39,Female,Boston,MA,Referral,25,Basic,Monthly,Credit Card,35.39,8,1199.79,2025-04-26 14:15:09.488411,320,11,Active,,,2,10.0,82.5,76.5,Growing
14248,2025-04-05,64,Female,Denver,CO,Organic Search,45,Plus,Annual,Credit Card,140.05,1,547.06,2025-04-05 14:15:09.488420,341,11,Active,,,0,,35.9,41.6,Growing
14249,2025-04-05,43,Male,Chicago,IL,Paid Search,95,Basic,Monthly,Bank Transfer,100.59,2,405.09,2025-06-08 14:15:07.885039,277,11,Churned,2025-10-14 14:15:07.885039,Found competitor,3,,58.1,67.6,Churned
14250,2025-04-05,37,Male,Miami,FL,Organic Search,45,Premium,Monthly,Credit Card,130.21,4,1079.44,2025-07-25 14:15:07.885039,230,11,Churned,2025-12-03 14:15:07.885039,Price too high,4,6.0,58.5,59.8,Churned
14251,2025-04-05,50,Male,Miami,FL,Organic Search,45,Plus,Monthly,Credit Card,105.74,4,986.13,2025-11-08 14:15:09.488451,124,11,Active,,,0,5.0,76.6,57.6,Growing
14252,2025-04-05,40,Female,Philadelphia,PA,Email Campaign,15,Premium,Monthly,PayPal,30.38,12,1769.83,2025-09-26 14:15:09.488460,167,11,Active,,,0,8.0,24.0,48.7,High Value
14253,2025-04-05,40,Male,New York,NY,Email Campaign,15,Plus,Monthly,Apple Pay,24.34,2,674.57,2025-12-12 14:15:09.488469,90,11,At Risk,,,1,4.0,30.2,43.0,At Risk
14254,2025-04-05,24,Female,Boston,MA,Organic Search,45,Plus,Monthly,Credit Card,16.38,3,873.07,2025-06-12 14:15:07.885039,273,11,Churned,2025-09-05 14:15:07.885039,Moved/relocated,7,7.0,50.1,22.7,Churned
14255,2025-04-05,40,Female,Philadelphia,PA,Email Campaign,15,Plus,Monthly,Bank Transfer,28.84,8,1068.24,2025-09-21 14:15:09.488488,172,11,At Risk,,,0,6.0,44.2,50.4,At Risk
14256,2025-04-05,50,Female,Tampa,FL,Paid Social,85,Plus,Monthly,PayPal,44.58,1,585.19,2025-07-06 14:15:07.885039,249,11,Churned,2025-12-08 14:15:07.885039,Found competitor,5,8.0,58.6,50.0,Churned
14257,2025-04-05,27,Female,Dallas,TX,Direct,0,Plus,Monthly,Credit Card,105.4,2,685.38,2025-08-03 14:15:09.488508,221,11,Active,,,1,2.0,74.6,50.0,Growing
14258,2025-04-05,55,Male,Houston,TX,Organic Search,45,Plus,Annual,PayPal,33.1,5,964.41,2025-07-08 14:15:09.488517,247,11,Paused,,,0,,64.6,79.0,Growing
14259,2025-04-06,36,Female,Denver,CO,Paid Search,95,Plus,Monthly,PayPal,81.7,2,754.88,2025-09-01 14:15:07.885039,192,11,Churned,2025-12-31 14:15:07.885039,Not using enough,6,4.0,21.7,49.0,Churned
14260,2025-04-06,27,Male,Boston,MA,Referral,25,Premium,Annual,Credit Card,52.19,5,990.78,2025-10-05 14:15:09.488554,158,11,Active,,,0,,57.1,74.1,Growing
14261,2025-04-06,49,Male,Houston,TX,Organic Search,45,Premium,Monthly,Credit Card,93.76,3,1197.07,2025-07-10 14:15:07.885039,245,11,Churned,2025-08-06 14:15:07.885039,Not using enough,6,6.0,49.4,43.0,Churned
14262,2025-04-06,34,Male,Portland,OR,Organic Search,45,Plus,Annual,PayPal,120.66,3,729.37,2025-07-16 14:15:07.885039,239,11,Churned,2025-09-19 14:15:07.885039,Found competitor,1,3.0,4.6,56.1,Churned
14263,2025-04-06,47,Male,Atlanta,GA,Email Campaign,15,Basic,Monthly,Credit Card,73.04,1,372.31,2025-12-10 14:15:07.885039,92,11,Churned,2025-12-17 14:15:07.885039,Product quality,3,4.0,75.5,38.7,Churned
14264,2025-04-06,34,Female,Miami,FL,Organic Search,45,Basic,Annual,Credit Card,20.37,1,353.85,2025-05-01 14:15:07.885039,315,11,Churned,2025-08-09 14:15:07.885039,Found competitor,3,,16.0,31.7,Churned
14265,2025-04-06,37,Female,Seattle,WA,Paid Social,85,Premium,Annual,Credit Card,77.7,1,860.93,2025-06-10 14:15:07.885039,275,11,Churned,2025-08-03 14:15:07.885039,Product quality,4,1.0,71.8,24.8,Churned
14266,2025-04-06,43,Male,Dallas,TX,Organic Search,45,Basic,Annual,Credit Card,159.62,1,391.35,2025-12-17 14:15:09.488629,85,11,Active,,,1,8.0,52.2,45.4,Growing
14267,2025-04-06,41,Male,Austin,TX,Referral,25,Basic,Annual,Credit Card,27.86,11,733.85,2025-12-19 14:15:09.488639,83,11,Active,,,2,,53.8,58.7,Growing
14268,2025-04-07,22,Female,Los Angeles,CA,Email Campaign,15,Basic,Monthly,Credit Card,151.42,4,787.26,2026-01-14 14:15:09.488648,57,11,At Risk,,,1,4.0,67.1,58.8,At Risk
14269,2025-04-07,24,Female,Los Angeles,CA,Organic Search,45,Plus,Monthly,Credit Card,36.34,0,539.0,,0,11,Active,,,1,,15.9,79.1,Growing
14270,2025-04-07,49,Male,Los Angeles,CA,Email Campaign,15,Plus,Monthly,Credit Card,61.34,3,866.67,2025-05-11 14:15:07.885039,305,11,Churned,2025-07-16 14:15:07.885039,Product quality,4,0.0,87.5,50.6,Churned
14271,2025-04-07,36,Female,San Jose,CA,Direct,0,Basic,Monthly,Credit Card,30.63,1,380.32,2025-08-05 14:15:07.885039,219,11,Churned,2025-10-27 14:15:07.885039,Poor support,1,,40.0,48.5,Churned
14272,2025-04-07,31,Female,Denver,CO,Organic Search,45,Basic,Monthly,PayPal,54.23,2,476.88,2025-07-27 14:15:07.885039,228,11,Churned,2026-01-26 14:15:07.885039,Found competitor,6,,38.8,35.3,Churned
14273,2025-04-07,22,Female,Boston,MA,Direct,0,Plus,Monthly,PayPal,170.76,1,631.19,2025-05-27 14:15:09.488693,289,11,Active,,,4,,44.4,97.8,Growing
14274,2025-04-07,25,Male,San Antonio,TX,Email Campaign,15,Premium,Monthly,Credit Card,16.52,3,1047.72,2025-12-27 14:15:09.488703,75,11,At Risk,,,4,0.0,19.5,46.4,At Risk
14275,2025-04-07,22,Female,San Antonio,TX,Paid Search,95,Basic,Monthly,Apple Pay,145.89,1,360.38,2025-08-25 14:15:07.885039,199,11,Churned,2025-09-17 14:15:07.885039,Poor support,3,,80.7,49.4,Churned
14276,2025-04-07,36,Female,Miami,FL,Organic Search,45,Basic,Monthly,PayPal,45.6,3,508.73,2025-09-06 14:15:07.885039,187,11,Churned,2026-01-01 14:15:07.885039,Price too high,5,2.0,46.6,81.5,Churned
14277,2025-04-07,30,Female,Los Angeles,CA,Paid Search,95,Plus,Monthly,PayPal,50.68,0,539.0,,0,11,Churned,2025-08-15 14:15:07.885039,Not using enough,2,3.0,59.8,36.8,Churned
14278,2025-04-07,26,Female,New York,NY,Referral,25,Plus,Monthly,Credit Card,15.99,5,852.78,2025-12-16 14:15:09.488737,86,11,Active,,,1,4.0,53.1,77.4,Growing
14279,2025-04-08,37,Other,Detroit,MI,Email Campaign,15,Plus,Monthly,Credit Card,28.61,1,627.4,2025-07-09 14:15:09.488747,246,11,At Risk,,,0,2.0,27.0,71.1,At Risk
14280,2025-04-08,42,Male,San Antonio,TX,Email Campaign,15,Plus,Annual,Apple Pay,98.71,2,676.15,2025-08-28 14:15:09.488756,196,11,Active,,,1,,59.7,67.7,Growing
14281,2025-04-08,63,Female,Seattle,WA,Organic Search,45,Premium,Annual,Credit Card,86.0,10,1735.36,2025-05-08 14:15:09.488765,308,11,Active,,,3,6.0,62.1,57.3,High Value
14282,2025-04-08,22,Female,San Diego,CA,Paid Search,95,Basic,Monthly,PayPal,146.64,10,1515.01,2025-04-16 14:15:09.488774,330,11,Active,,,4,8.0,84.9,75.6,High Value
14283,2025-04-08,51,Female,Denver,CO,Referral,25,Basic,Monthly,Credit Card,25.26,2,421.54,2025-08-02 14:15:09.488783,222,11,At Risk,,,1,,24.4,49.6,At Risk
14284,2025-04-08,49,Male,New York,NY,Organic Search,45,Plus,Monthly,Bank Transfer,84.95,10,949.43,2025-05-14 14:15:09.488792,302,11,Active,,,2,4.0,69.7,69.8,Growing
14285,2025-04-08,28,Male,Miami,FL,Organic Search,45,Plus,Monthly,Credit Card,54.21,4,735.44,2025-07-14 14:15:09.488801,241,11,Active,,,1,,35.1,88.4,Growing
14286,2025-04-08,40,Female,New York,NY,Organic Search,45,Plus,Monthly,Credit Card,108.66,3,857.68,2025-12-05 14:15:09.488810,97,11,At Risk,,,0,3.0,18.5,51.9,At Risk
14287,2025-04-08,32,Female,Chicago,IL,Referral,25,Premium,Annual,PayPal,15.0,0,782.1,,0,11,Churned,2025-11-23 14:15:07.885039,Not using enough,2,0.0,27.5,39.6,Churned
14288,2025-04-08,40,Male,Minneapolis,MN,Referral,25,Plus,Annual,Credit Card,59.03,7,766.09,2025-05-08 14:15:09.488822,308,11,Active,,,2,7.0,35.3,,Growing
14289,2025-04-08,56,Female,Seattle,WA,Email Campaign,15,Plus,Annual,Credit Card,70.65,3,800.12,2026-02-03 14:15:09.488831,37,11,At Risk,,,2,6.0,49.6,38.3,At Risk
14290,2025-04-08,45,Male,Boston,MA,Paid Social,85,Basic,Monthly,Credit Card,63.03,2,485.96,2025-07-19 14:15:07.885039,236,11,Churned,2025-07-29 14:15:07.885039,Not using enough,2,8.0,43.6,74.0,Churned
14291,2025-04-08,44,Other,Minneapolis,MN,Email Campaign,15,Basic,Monthly,Credit Card,31.71,3,465.58,2025-10-17 14:15:09.488851,146,11,At Risk,,,0,9.0,33.1,14.4,At Risk
14292,2025-04-09,32,Female,Atlanta,GA,Email Campaign,15,Plus,Monthly,Credit Card,93.63,7,1076.26,2026-01-30 14:15:09.488860,41,11,Active,,,0,5.0,86.9,55.0,Growing
14293,2025-04-09,22,Male,Austin,TX,Organic Search,45,Basic,Monthly,PayPal,67.02,4,576.47,2025-05-01 14:15:09.488869,315,11,At Risk,,,2,4.0,73.7,62.3,At Risk
14294,2025-04-09,35,Female,New York,NY,Paid Social,85,Basic,Monthly,PayPal,18.05,1,409.7,2025-07-20 14:15:07.885039,235,11,Churned,2025-08-08 14:15:07.885039,Moved/relocated,2,,67.8,58.5,Churned
14295,2025-04-09,52,Female,San Jose,CA,Organic Search,45,Premium,Monthly,Apple Pay,15.0,20,2873.19,2025-04-16 14:15:09.488888,330,11,Active,,,1,,35.5,64.0,High Value
14296,2025-04-09,22,Male,Philadelphia,PA,Paid Search,95,Premium,Annual,Credit Card,70.5,4,998.2,2025-06-11 14:15:07.885039,274,11,Churned,2025-10-25 14:15:07.885039,Found competitor,5,3.0,42.1,31.4,Churned
14297,2025-04-09,25,Female,San Diego,CA,Referral,25,Basic,Annual,Credit Card,22.38,7,999.1,2025-06-04 14:15:09.488909,281,11,Active,,,2,5.0,51.3,50.9,Growing
14298,2025-04-09,39,Male,Boston,MA,Paid Search,95,Plus,Monthly,Bank Transfer,65.55,5,949.6,2025-04-29 14:15:09.488919,317,11,Active,,,1,,49.4,44.0,Growing
14299,2025-04-09,26,Female,Austin,TX,Paid Social,85,Basic,Annual,Bank Transfer,84.35,2,510.57,2025-09-21 14:15:07.885039,172,11,Churned,2025-11-06 14:15:07.885039,Price too high,1,6.0,57.2,88.0,Churned
14300,2025-04-09,28,Male,Los Angeles,CA,Direct,0,Basic,Monthly,PayPal,15.0,3,628.1,2025-05-19 14:15:07.885039,297,11,Churned,2025-08-28 14:15:07.885039,Found competitor,9,3.0,52.1,53.2,Churned
14301,2025-04-10,32,Male,Tampa,FL,Referral,25,Plus,Monthly,Credit Card,46.64,4,809.71,2025-12-16 14:15:09.488950,86,11,Active,,,2,6.0,75.4,79.3,Growing
14302,2025-04-10,22,Male,Miami,FL,Email Campaign,15,Plus,Monthly,Bank Transfer,38.15,2,658.98,2025-05-04 14:15:07.885039,312,11,Churned,2025-11-01 14:15:07.885039,Poor support,4,6.0,38.5,62.9,Churned
14303,2025-04-10,26,Male,Seattle,WA,Organic Search,45,Basic,Monthly,Credit Card,41.81,3,455.94,2025-05-03 14:15:09.488970,313,11,At Risk,,,0,,31.8,37.0,At Risk
14304,2025-04-10,46,Female,Portland,OR,Referral,25,Basic,Monthly,Credit Card,26.05,2,470.21,2025-06-09 14:15:07.885039,276,11,Churned,2025-08-22 14:15:07.885039,Financial reasons,3,7.0,30.8,25.8,Churned
14305,2025-04-10,22,Male,San Antonio,TX,Paid Search,95,Basic,Monthly,PayPal,116.22,0,319.0,,0,11,Churned,2025-12-31 14:15:07.885039,Poor support,5,2.0,62.7,59.7,Churned
14306,2025-04-10,22,Male,Houston,TX,Organic Search,45,Premium,Annual,PayPal,130.9,12,1819.42,2025-12-25 14:15:09.488994,77,11,Active,,,0,1.0,35.3,11.1,High Value
14307,2025-04-10,30,Female,Seattle,WA,Organic Search,45,Plus,Monthly,Credit Card,32.45,0,539.0,,0,11,Churned,2025-09-30 14:15:07.885039,Product quality,4,5.0,10.3,67.7,Churned
14308,2025-04-10,46,Female,Houston,TX,Referral,25,Basic,Annual,PayPal,30.27,1,373.32,2025-05-18 14:15:09.489006,298,11,Active,,,1,7.0,90.4,84.1,Growing
14309,2025-04-10,35,Female,Atlanta,GA,Paid Search,95,Basic,Monthly,PayPal,15.0,2,506.8,2025-06-24 14:15:07.885039,261,11,Churned,2025-07-26 14:15:07.885039,Price too high,7,,48.9,56.6,Churned
14310,2025-04-10,32,Female,New York,NY,Referral,25,Plus,Monthly,Bank Transfer,28.57,2,775.46,2025-04-19 14:15:09.489026,327,11,Active,,,2,,52.0,88.3,Growing
14311,2025-04-11,38,Female,Atlanta,GA,Paid Social,85,Plus,Monthly,Credit Card,45.42,9,1086.74,2025-09-07 14:15:09.489035,186,11,At Risk,,,1,4.0,66.5,55.2,At Risk
14312,2025-04-11,22,Male,Detroit,MI,Paid Social,85,Plus,Monthly,Credit Card,25.86,0,539.0,,0,11,Active,,,1,,84.6,,Growing
14313,2025-04-11,43,Male,Chicago,IL,Paid Social,85,Basic,Monthly,Credit Card,15.66,2,511.33,2025-04-29 14:15:07.885039,317,11,Churned,2025-11-19 14:15:07.885039,Not using enough,4,,34.9,48.6,Churned
14314,2025-04-11,42,Other,Austin,TX,Direct,0,Premium,Monthly,Bank Transfer,142.54,3,1018.36,2025-06-03 14:15:09.489057,282,11,Active,,,1,2.0,42.6,,Growing
14315,2025-04-11,33,Male,Houston,TX,Direct,0,Basic,Annual,Credit Card,70.15,4,572.8,2025-10-13 14:15:09.489066,150,11,Active,,,1,,73.8,14.7,Growing
14316,2025-04-11,50,Male,Boston,MA,Email Campaign,15,Basic,Monthly,Credit Card,110.72,5,826.29,2025-07-05 14:15:07.885039,250,11,Churned,2025-12-03 14:15:07.885039,Found competitor,5,1.0,66.1,29.1,Churned
14317,2025-04-11,24,Male,Boston,MA,Paid Social,85,Basic,Monthly,Credit Card,47.09,2,524.14,2025-05-21 14:15:07.885039,295,11,Churned,2025-09-22 14:15:07.885039,Financial reasons,6,7.0,44.9,47.3,Churned
14318,2025-04-11,51,Male,San Antonio,TX,Paid Search,95,Plus,Monthly,Credit Card,33.63,13,1668.39,2025-07-06 14:15:09.489097,249,11,Active,,,2,5.0,92.4,49.2,High Value
14319,2025-04-11,39,Female,Miami,FL,Referral,25,Premium,Annual,Bank Transfer,94.53,3,923.07,2025-09-19 14:15:09.489106,174,11,Active,,,1,4.0,21.8,71.6,Growing
14320,2025-04-11,33,Female,Austin,TX,Paid Search,95,Plus,Monthly,Credit Card,87.22,2,654.98,2025-12-09 14:15:07.885039,93,11,Churned,2025-12-31 14:15:07.885039,Financial reasons,5,4.0,9.3,20.9,Churned
14321,2025-04-11,37,Other,Dallas,TX,Email Campaign,15,Plus,Monthly,PayPal,23.24,1,629.05,2025-09-11 14:15:07.885039,182,11,Churned,2025-11-09 14:15:07.885039,Product quality,2,9.0,64.2,88.8,Churned
